,	O
zonder	O
verzet	I
.	O

De	O
manier	O
waarop	O
het	O
paard	I
beweegt	O
en	O
hoe	O
de	O
ruiter	I
dit	O
beïnvloed	O
wordt	O
in	O
de	O
BB	I
dus	O
al	O
wel	O
voorzichtig	O
meegenomen	O
in	O
de	O
cijfers	O
,	O
maar	O
het	O
is	O
nog	O
niet	O
nodig	O
dat	O
het	O
paard	I
continu	O
aan	I
de	I
teugel	I
loopt	O
.	O

Wel	O
moet	O
er	O
een	O
constante	O
verbinding	I
zijn	O
.	O

Waar	O
let	O
de	O
jury	I
op	O
in	O
de	O
klasse	I
B	I
?	O

In	O
de	O
B	I
beoordeelt	O
de	O
jury	I
de	O
combinatie	I
van	O
ruiter	I
en	O
paard	I
.	O

Daarbij	O
zijn	O
met	O
name	O
de	O
eerste	O
twee	O
onderdelen	O
uit	O
het	O
scala	I
van	I
de	I
africhting	I
belangrijk	O
:	O
takt	I
en	O
ontspanning	I
.	O

In	O
de	O
B	I
rij	I
je	O
een	O
vlotte	O
(	O
maar	O
niet	O
gehaaste	O
)	O
proef	I
en	O
heb	O
je	O
een	O
constante	O
,	O
elastische	O
verbinding	I
met	O
de	O
mond	I
.	O

Het	O
paard	I
accepteert	O
dit	O
contact	I
zonder	O
verzet	I
en	O
zoekt	O
de	O
hand	I
van	O
de	O
ruiter	I
op	O
,	O
waardoor	O
de	O
hals	I
een	O
beetje	O
opwaarts	O
gewelfd	O
wordt	O
.	O

In	O
de	O
B	I
wordt	O
géén	O
oprichting	I
of	O
verzameling	I
gevraagd	O
,	O
natuurlijk	I
evenwicht	I
onder	I
de	I
ruiter	I
is	O
voldoende	O
.	O

Het	O
paard	I
mag	O
dus	O
af	O
en	O
toe	O
best	O
iets	O
op	O
de	O
voorhand	I
lopen	O
,	O
maar	O
niet	O
continu	O
en	O
zeker	O
niet	O
in	O
de	O
handen	I
van	O
de	O
ruiter	I
hangen	O
.	O

De	O
achtervoeten	I
treden	O
in	O
het	O
spoor	I
van	O
de	O
voorvoeten	I
en	O
waar	O
nodig	O
wordt	O
de	O
juiste	O
buiging	I
en	O
stelling	I
getoond	O
.	O

Vraag	O
4	O
:	O
Wat	O
verandert	O
er	O
in	O
de	O
B-proeven	I
?	O

Voor	O
de	O
klasse	I
BB	I
zijn	O
twee	O
nieuwe	O
proeven	I
geschreven	O
.	O

Daarin	O
worden	O
alleen	O
basisoefeningen	I
gevraagd	O
,	O
zonder	O
verruimingen	I
.	O

De	O
bestaande	O
proeven	I
voor	O
de	O
klasse	I
B	I
zijn	O
geheel	O
herschreven	O
.	O

Dit	O
zijn	O
de	O
belangrijkste	O
wijzigingen	O
:	O

Lichtrijden	I
in	O
de	O
hele	O
proef	I

Om	O
het	O
paard	I
niet	O
onbedoeld	O
te	O
storen	O
wordt	O
in	O
de	O
BB	I
en	O
de	O
B	I
vanaf	O
1	O
april	O
2016	O
alleen	O
nog	O
lichtrijden	I
gevraagd	O
.	O

Natuurlijk	O
moet	O
je	O
voor	O
een	O
overgang	I
wel	O
enkele	O
passen	I
doorzitten	I
.	O

Je	O
mag	O
zelf	O
bepalen	O
wanneer	O
je	O
daarmee	O
begint	O
,	O
zodat	O
je	O
de	O
overgang	I
zo	O
goed	O
mogelijk	O
kunt	O
voorbereiden	O
.	O

Binnenkomen	O
over	O
de	O
AC-lijn	I

Vanaf	O
1	O
april	O
kom	O
je	O
in	O
de	O
klasse	I
BB	I
en	O
B	I
binnen	O
in	O
arbeidsdraf	I
op	O
de	O
AC-lijn	I
.	O

Halthouden	I
en	O
groeten	I
hoeft	O
alleen	O
na	O
afloop	O
van	O
de	O
proef	I
.	O

Verruimen	I
in	O
plaats	O
van	O
middenstap	I
of	O
middendraf	I

In	O
de	O
klasse	I
BB	I
worden	O
alleen	O
basisgangen	I
gevraagd	O
(	O
dus	O
stap	I
,	O
draf	I
en	O
galop	I
)	O
.	O

In	O
de	O
klasse	I
B	I
komt	O
het	O
verruimen	I
aan	O
bod	O
.	O

Dit	O
is	O
een	O
voorbereiding	O
op	O
de	O
middenstap	I
en	O
middendraf	I
,	O
die	O
na	O
1	O
april	O
2016	O
pas	O
vanaf	O
de	O
klasse	I
L2	I
wordt	O
gevraagd	O
.	O

Bij	O
het	O
verruimen	I
maakt	O
het	O
paard	I
zichtbaar	O
grotere	O
passen	I
,	O
met	O
een	O
daarbij	O
passende	O
verlenging	O
in	O
de	O
bovenlijn	I
.	O

De	O
ruiter	I
houdt	O
een	O
licht	O
,	O
soepel	O
,	O
voortdurend	O
en	O
gelijkblijvend	O
contact	I
met	O
de	O
mond	I
van	O
het	O
paard	I
.	O

Vraag	O
5	O
:	O
wat	O
gebeurt	O
er	O
met	O
de	O
proeven	I
voor	O
A	I
/	O
B-pony's	I
?	O

Op	O
dit	O
moment	O
zijn	O
er	O
aparte	O
proeven	I
voor	O
A	I
/	O
B-pony's	I
.	O

Zij	O
rijden	I
de	O
proeven	I
van	O
één	O
klasse	O
lager	O
.	O

Voorbeeld	O
:	O
A	I
/	O
B-pony's	I
in	O
de	O
klasse	I
L1	I
rijden	I
een	O
normale	O
B-proef	I
.	O

Omdat	O
het	O
niveau	O
van	O
de	O
nieuwe	O
klasse	I
BB	I
gelijk	O
is	O
aan	O
de	O
huidige	O
B-proef	I
voor	O
A	I
/	O
B-pony's	I
,	O
worden	O
de	O
aparte	O
proeven	I
voor	O
A	I
/	O
B-pony's	I
na	O
1	O
april	O
2016	O
geschrapt	O
.	O

Voor	O
actieve	O
combinaties	I
met	O
een	O
A	I
/	O
B-pony	I
wordt	O
dan	O
een	O
klasse-wijziging	O
doorgevoerd	O
.	O

Dat	O
gebeurt	O
zodra	O
de	O
wedstrijdresultaten	I
t	O
/	O
m	O
31	O
maart	O
2016	O
zijn	O
bijgewerkt	O
:	O

Een	O
stand	O
in	O
de	O
B	I
wordt	O
B+1	I
winstpunt	I
.	O

De	O
huidige	O
klasse	I
B	I
is	O
namelijk	O
gelijk	O
aan	O
de	O
nieuwe	O
klasse	I
BB	I
.	O

Door	O
de	O
winstpunt	I
mogen	O
deze	O
combinaties	I
wel	O
meedoen	O
aan	O
springwedstrijden	I
(	O
daarvoor	O
is	O
een	O
winstpunt	I
in	O
de	O
B-dressuur	I
vereist	O
)	O
;	O

Een	O
stand	O
in	O
de	O
L1	I
wordt	O
B	O
+	O
het	O
aantal	O
winstpunten	I
dat	O
in	O
de	O
L1	I
is	O
gehaald	O
(	O
de	O
klasse	I
L1	I
A	I
/	O
B-pony's	I
is	O
immers	O
gelijk	O
aan	O
de	O
reguliere	O
klasse	I
B	I
)	O
;	O

Een	O
stand	O
in	O
de	O
L2	I
wordt	O
L1	I
+	I
het	O
aantal	O
winstpunten	I
dat	O
in	O
de	O
L2	I
is	O
gehaald	O
(	O
de	O
klasse	I
L2	I
A	I
/	O
B-pony's	I
is	O
immers	O
gelijk	O
aan	O
de	O
reguliere	O
klasse	I
L1	I
)	O
;	O

Een	O
stand	O
in	O
de	O
M1	I
wordt	O
L2	I
+	I
het	O
aantal	O
winstpunten	I
dat	O
in	O
de	O
M1	I
is	O
gehaald	O
(	O
de	O
klasse	I
M1	I
A	I
/	O
B-pony's	I
is	O
immers	O
gelijk	O
aan	O
de	O
reguliere	O
klasse	I
L2	I
)	O
;	O

Een	O
stand	O
in	O
de	O
M2	I
wordt	O
M1	I
+	I
het	O
aantal	O
winstpunten	I
dat	O
in	O
de	O
M2	I
is	O
gehaald	O
(	O
de	O
klasse	I
M2	I
A	I
/	O
B-pony's	I
is	O
immers	O
gelijk	O
aan	O
de	O
reguliere	O
klasse	I
M1	I
)	O
;	O

Voorbeeld	O
:	O
een	O
combinatie	I
met	O
een	O
A	I
/	O
B-pony	I
heeft	O
op	O
31	O
maart	O
2016	O
een	O
stand	O
van	O
M1+15	I
.	O

Dit	O
wordt	O
na	O
1	O
april	O
omgezet	O
naar	O
de	O
nieuwe	O
stand	O
L2+15	I
.	O

Een	O
combinatie	I
die	O
op	O
die	O
datum	O
een	O
stand	O
van	O
B+5	I
heeft	O
,	O
is	O
na	O
1	O
april	O
B+1	I
.	O

Zij	O
mogen	O
dan	O
wel	O
meedoen	O
aan	O
springwedstrijden	I
,	O
waarvoor	O
een	O
winstpunt	I
in	O
B-dressuur	I
nodig	O
is	O
.	O

Promoveren	I
naar	O
de	O
klasse	I
Z	I
is	O
voor	O
A	I
/	O
B-pony's	I
ook	O
na	O
1	O
april	O
niet	O
mogelijk	O
,	O
maar	O
omdat	O
het	O
niveau	O
dan	O
gelijk	O
wordt	O
getrokken	O
kunnen	O
deze	O
combinaties	I
wel	O
doorstromen	O
naar	O
de	O
echte	O
klasse	I
M2	I
.	O

Alle	O
deelnemers	O
krijgen	O
in	O
maart	O
2016	O
een	O
bericht	O
met	O
wat	O
er	O
voor	O
hun	O
persoonlijke	O
situatie	O
verandert	O
.	O

UPDATE	O
8	O
FEBRUARI	O
2016	O

Naar	O
aanleiding	O
van	O
vragen	O
van	O
ouders	O
over	O
het	O
behoud	O
van	O
de	O
klassering	O
wordt	O
aan	O
het	O
dressuurforum	I
voorgelegd	O
hoe	O
om	O
te	O
gaan	O
met	O
deze	O
verzoeken	O
.	O

Het	O
behoud	O
van	O
een	O
klassering	O
betekent	O
na	O
1	O
april	O
2016	O
dat	O
de	O
deelnemers	O
de	O
proef	I
rijden	I
van	O
een	O
klasse	O
hoger	O
.	O

Strikt	O
genomen	O
gaat	O
het	O
dus	O
om	O
een	O
opwaardering	O
naar	O
een	O
hoger	O
niveau	O
.	O

Als	O
het	O
dressuurforum	I
hierover	O
een	O
besluit	O
heeft	O
genomen	O
,	O
wordt	O
dat	O
gepubliceerd	O
.	O

In	O
maart	O
2016	O
worden	O
alle	O
deelnemers	O
persoonlijk	O
op	O
de	O
hoogte	O
gesteld	O
van	O
de	O
situatie	O
die	O
voor	O
hen	O
van	O
toepassing	O
is	O
.	O

UPDATE	O
25	O
FEBRUARI	O
2016	O

Deze	O
regeling	O
is	O
nogmaals	O
besproken	O
in	O
het	O
dressuurforum	I
n.a.v.	O
opmerkingen	O
van	O
ouders	O
die	O
voor	O
hun	O
kind	O
(	O
eren	O
)	O
de	O
klassering	O
wilden	O
behouden	O
.	O

Het	O
dressuurforum	I
is	O
van	O
mening	O
dat	O
behoud	O
van	O
de	O
klassering	O
niet	O
mogelijk	O
is	O
,	O
omdat	O
de	O
winstpunten	I
zijn	O
gehaald	O
in	O
proeven	I
van	O
een	O
niveau	O
lager	O
.	O

Behoud	O
van	O
klassering	O
zou	O
dan	O
ook	O
betekenen	O
dat	O
de	O
betreffende	O
kinderen	O
een	O
opwaardering	O
krijgen	O
naar	O
een	O
klasse	O
waarin	O
zij	O
nog	O
nooit	O
hebben	O
gereden	I
.	O

Alles	O
over	O
de	O
nieuwe	O
dressuurproeven	I

De	O
nieuwe	O
dressuurproeven	I
gaan	O
in	O
op	O
1	O
april	O
2016	O
.	O

De	O
dressuurproeven	I
zijn	O
volledig	O
herschreven	O
om	O
zo	O
een	O
doorlopende	O
lijn	O
in	O
moeilijkheidsgraad	O
te	O
krijgen	O
van	O
F1-proef	I
t	O
/	O
m	O
het	O
hoogste	O
niveau	O
met	O
als	O
sleutelwoorden	O
'	O
harmonie	I
'	O
en	O
'	O
ontspanning	I
'	O
.	O

